block_id,titre,chapitre,section_or_article_header,text_content
## Bloc 19,,,Art. 16.2,"Les modifications apportées au règlement intérieur ainsi que toute
instruction nouvelle générale et permanente, quelle qu'en soit la forme,
émanant de la direction et relative aux matières qui sont du domaine du
règlement intérieur sont soumises aux mêmes conditions de communication,
d'affichage et de dépôt que le règlement intérieur déjà établi."
## Bloc 19,,,Art. 16.3,"Dans les limites de son contrat, le travailleur doit toute son activité
professionnelle à l'entreprise. Il doit notamment fournir le travail pour lequel
il a été embauché, l'exécuter lui-même et avec soin."
## Bloc 19,,,Art. 16.4,"Sauf convention contraire, il lui est loisible d'exercer en dehors de son temps
de travail, toute activité à caractère professionnel non susceptible de
concurrencer l'entreprise ou de nuire à la bonne exécution des services
convenus."
## Bloc 19,,,Art. 16.5,"Est nulle de plein droit toute clause d'un contrat portant interdiction pour le
travailleur d'exercer une activité quelconque à l'expiration du contrat."
## Bloc 19,,,Art. 16.6,"L'employeur doit procurer le travail convenu au lieu convenu. Il ne peut
exiger un travail autre que celui prévu au contrat, sauf cas d'urgence ou de
péril et pour une tâche temporaire.

Toute modification substantielle du contrat de travail requiert l'accord
préalable du salarié.


---"
## Bloc 20,,,,"SECTION 2
SUSPENSION DU CONTRAT DE TRAVAIL"
## Bloc 20,,,Art. 16.7,"Le contrat de travail est suspendu, notamment :

a) en cas de fermeture de l'établissement par suite du départ de l'employeur
sous les drapeaux ou pour une période obligatoire d'instruction militaire ;

b) pendant la durée du service militaire du travailleur et pendant les périodes
obligatoires d'instruction militaire auxquelles il est astreint ;

c) pendant la durée de l'absence du travailleur, en cas de maladie dûment
constatée par un médecin agréé dans des conditions déterminées par décret,
durée limitée à six mois ; en cas de maladie de longue durée, le délai est
porté à douze mois. Ce délai peut être prorogé jusqu'au remplacement du
travailleur, la liste des maladies de longue durée est déterminée par voie
réglementaire ;

d) pendant la période d'indisponibilité du travailleur résultant d'un accident
du travail ou de maladie professionnelle jusqu'à consolidation des lésions ou
guérison ;

e) pendant la période de garde à vue et de détention préventive du travailleur
motivée par des raisons étrangères au service et lorsqu'elle est connue de
l'employeur, dans la limite de six mois ;

f) pendant les permissions exceptionnelles pouvant être accordées par
l'employeur su travailleur à l'occasion d'événements familiaux touchant
directement son propre foyer ;

g) pendant les périodes de chômage technique prévues à l'article 16.11 ci-
dessous."
## Bloc 20,,,Art. 16.8,"Le contrat de travail est également suspendu pendant la période de mise en
disponibilité sans salaire, obtenue par le travailleur à sa demande, pour
remplir des obligations d'ordre personnel, notamment pour :

- l'allaitement à l'issue d'un congé de maternité ;
- l'assistance à un enfant physiquement diminué ;

- l'exercice d'un mandat public ;

- le congé de formation ;

élever son enfant.

La période de mise en disponibilité n'entre pas en ligne de compte pour
le calcul de l'ancienneté et du congé."
## Bloc 20,,,Art. 16.9,"Dans les trois premiers cas visés à l'article 16.7 ci-dessus, l'employeur est
tenu de verser au travailleur, dans la limite normale de préavis, une
indemnité égale au montant de sa rémunération pendant la durée de
l'absence.

En cas de maladies de longue durée, l'indemnité due par l'employeur est
versée pendant une période de douze mois.

Si le contrat est à durée déterminée, la limite de préavis à prendre en
considération est celle fixée pour les contrats à durée indéterminée. Dans ce
dernier cas, la suspension ne peut avoir pour effet de proroger le terme du
contrat initialement prévu.

Dans le cas de maladie, les indemnités prévues à l'alinéa précédent
peuvent être versées par le service médical interentreprises auquel adhère
l'employeur, à l'aide de fonds provenant de la participation de ses adhérents.


Au cas où après consolidation de la blessure, le travailleur accidenté du
travail ne serait plus à même de reprendre son service et de l'assurer dans des
conditions normales, l'employeur cherchera avec les délégués du personnel
de son établissement la possibilité de reclasser l'intéressé dans un autre
emploi.

Durant la période prévue pour l'indemnisation du travailleur accidenté,
celui-ci, en état d'incapacité temporaire, perçoit une allocation calculée de
manière à lui assurer son ancien salaire, heures supplémentaires non
comprises, et déduction fuite de la somme qui lui est due par l'institution de
prévoyance sociale en vertu de la réglementation sur les accidents du travail
pour cette même période.

Dans les trois derniers cas, l'employeur n'est pas tenu de maintenir une
rémunération."
## Bloc 20,,,Art. 16.10,"Les droits des travailleurs mobilisés sont garantis, en tout état de cause, par
la législation en vigueur."
## Bloc 20,,,Art. 16.11,"Lorsqu'en raison de difficultés économiques graves, ou d'événements
imprévus relevant de la force majeure, le fonctionnement de l'entreprise est
rendu économiquement ou matériellement impossible, ou particulièrement
difficile, l'employeur peut décider de la suspension de tout ou partie de son
activité.

La décision indique la durée de la mise en chômage technique ainsi que
les compensations salariales éventuellement proposées aux salariés.

La mise en chômage technique prononcée pour une durée déterminée
peut être renouvelée.


En tout état de cause, la mise en chômage technique ne peut être
imposée au salarié, en une ou plusieurs fois, pendant plus de deux mois au
cours d'une même période de douze mois. Passé le délai de deux mois, le
salarié a la faculté de se considérer comme licencié. Avant ce délai, il
conserve le droit de démissionner.

Toutefois, les parties peuvent convenir d'une prorogation du délai de
deux mois pour une période supplémentaire n'excédant pas quatre mois.
Dans ce cas, l'employeur a l'obligation de verser au salarié au moins le tiers
du salaire brut.

Après ces deux mois, le refus du salarié d'accepter une nouvelle période
de renouvellement du chômage technique équivaut à un licenciement
légitime, sauf pour le travailleur à rapporter la preuve d'une intention de
nuire susceptible d'ouvrir droit à réparation.

En cas de licenciement de plus d'un travailleur consécutif au refus de
renouvellement de leur mise en chômage technique, l'employeur est tenu de
suivre la procédure de licenciement collectif pour motif économique prévue
aux articles 18.10 et suivants.

L'inspecteur du travail et des lois sociales est informé sans délai de
toute décision de mise en chômage technique ou de son renouvellement.


---"
## Bloc 21,,CHAPITRE 7,,PROCEDURE DE SANCTION DISCIPLINAIRE
## Bloc 21,,CHAPITRE 7,Art. 17.1,"Il est interdit à l'employeur d'infliger des sanctions pécuniaires ou une
double sanction pour la même faute."
## Bloc 21,,CHAPITRE 7,Art. 17.2,"Constitue une sanction disciplinaire toute mesure autre que des observations
verbales, prise dans le cadre disciplinaire par l'employeur, à la suite, d'un
agissement du salarié jugé fautif, que cette mesure soit de nature à affecter
immédiatement ou non la présence, la fonction ou la carrière du salarié dans
l'entreprise."
## Bloc 21,,CHAPITRE 7,Art. 17.3,"Les sanctions disciplinaires sont :
- l'avertissement écrit ;
- la mise à pied temporaire sans salaire, d'une durée de 1 à 3 jours ;

- la mise à pied temporaire sans salaire, d'une durée de 4 à 8 jours ;

- le licenciement."
## Bloc 21,,CHAPITRE 7,Art. 17.4,"Le motif du licenciement peut tenir à la personne du salarié, qu'il s'agisse de
son état de santé, de son aptitude à tenir l'emploi, de son insuffisance
professionnelle ou de sa conduite fautive. Le licenciement est alors qualifié
de licenciement pour motif personnel.

L'employeur qui licencie pour motif personnel doit notifier sa décision
par écrit au salarié. La lettre de licenciement comporte nécessairement :

- l'indication du ou des motifs de la rupture ;
- le nom ou la raison sociale de l'employeur ;

- le numéro d'immatriculation à l'institution de Prévoyance sociale et
l'adresse de l'employeur ;

- les noms, prénoms, numéro d'affiliation à l'Institution de prévoyance
sociale, date d'embauche et qualification professionnelle du salarié licencié ;

- la date de prise d'effet de la rupture.

Dans le même temps où il notifie le licenciement au salarié,
l'employeur informe l'inspecteur du travail et des lois sociales du ressort.
Cette information écrite comporte les mêmes indications que celles
contenues dans la lettre de licenciement."
## Bloc 21,,CHAPITRE 7,Art. 17.5,"Préalablement à toute sanction, le travailleur doit pouvoir s'expliquer, dans
un délai de 72 heures à compter de la réception de la demande d'explications,
soit par écrit, soit verbalement.

Dans ce dernier cas, s'il le désire, il peut se faire assister d'un à trois
délégués du personnel.

Les explications verbales fournies sont transcrites par l'employeur en
présence des délégués du personnel qui ont assisté à l'audition du travailleur.


Ses explications sont lues, signées par lui et contresignées par
l'employeur et les personnes ayant assisté les parties.

En cas de sanction décidée par l'employeur, celle-ci doit être notifiée au
travailleur concerné dans un délai de quinze jours ouvrables courant à partir
de la date de réception des explications écrites, sauf cas de licenciements des
travailleurs protégés.

Une copie de cette décision de sanction, accompagnée de la demande
d'explication ainsi que des explications écrites du travailleur, doit être
adressée à l'inspecteur du travail et des lois sociales du ressort et au délégué
du personnel.

Aucune sanction antérieure de plus de six mois à l'engagement de
poursuites disciplinaires ne peut être invoquée à l'appui d'une nouvelle
sanction.

Passé ce délai de trois mois depuis la connaissance par l'employeur de
son existence, aucun fait reproché au travailleur ne peut faire l'objet de
sanction disciplinaire.


---"
## Bloc 22,,CHAPITRE 8,,RUPTURE DU CONTRAT DE TRAVAIL
## Bloc 22,,CHAPITRE 8,Art. 18.1,"Pendant la période d'essai futée sans fraude n1 abus, le contrat de travail peut
être rompu librement sans préavis et sans que l'une ou l'autre des parties
puisse prétendre à indemnités."
## Bloc 22,,CHAPITRE 8,Art. 18.2,Le contrat de travail à durée déterminée cesse dans les conditions prévues au
## Bloc 22,,chapitre 5,Art. 18.3,"Le contrat de travail à durée indéterminée peut toujours cesser par la volonté
du salarié. Il peut cesser par la volonté de l'employeur qui dispose d'un motif
légitime.

Si à l'expiration du délai prévu à l'article 16.7 c), le travailleur dont le
contrat de travail a été suspendu pour cause de maladie de longue durée, se
trouve dans l'incapacité de reprendre son emploi initial, l'employeur peut
mettre un terme à son contrat par écrit.

Le licenciement intervenant dans ces conditions n'est légitime que dans
les cas suivants :

- impossibilité d'aménagement raisonnable du poste de travail et de
reclassement du travailleur ;

- refus par te travailleur de la proposition de reclassement qui lui est faite ;

- inaptitude à tout emploi constatée par un médecin du travail.


Dans ces cas, le travailleur perçoit l'intégralité de ses droits de rupture
de son contrat de travail.

Le contrat de travail à durée indéterminée est également rompu lorsque
le salarié remplit les conditions de départ à la retraite.

La limite d'âge d'admission à la retraite est fixée par le Code de
prévoyance sociale.

Un décret précise les modalités d'application du présent article."
